Name,helmet,cape,amulet,weapon,body,sheild,Equip7,legs,Equip9,gloves,boots,Equip12,Loc_x,Loc_y,Anim_id,Chat_response,Overall,Attack,Defence,Strength,Hitpoints,Ranged,Prayer,Magic,Cooking,Woodcutting,Fletching,Fishing,Firemaking,Crafting,Smithing,Mining,Herblore,Agility,Thieving,Slayer,Farming,Runecrafting,Hunter,Construction,Location
sarcomas,1163,-1,-1,1359,1113,-1,-1,1079,-1,-1,9006,-1,3167,3387,867,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
KindMeyer,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3175,3367,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
SangriaAg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3181,3372,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
BlackCyb,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3182,3379,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
giviralevabe,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3180,3371,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
JC Ingaborg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3175,3367,624,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
AlmendarezMo,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3180,3371,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
GENESIS RS21,-1,-1,-1,1275,-1,-1,-1,-1,-1,-1,-1,-1,3177,3369,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
MurciaCross,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3181,3372,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
BigBadRough,1165,21853,1478,1381,1125,1195,-1,1077,-1,21855,21857,-1,3166,3386,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
BetaFenrarik,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3177,3384,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
VencesPatton,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3180,3371,627,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
JoCenotes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3181,3372,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Traver H,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3182,3377,624,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Rio name,12231,-1,-1,1309,12225,-1,-1,12227,-1,1059,1061,-1,3175,3360,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
dre_den,579,1029,-1,1387,577,-1,-1,1011,-1,-1,-1,-1,3176,3366,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
PruneMobs,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3181,3385,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Ao Arther,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3175,3367,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
esteloco74,1163,1027,1731,1359,23404,1201,-1,1079,-1,1065,-1,-1,3182,3376,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
la catula,-1,-1,-1,1273,-1,-1,-1,-1,-1,-1,-1,-1,3180,3371,629,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Enber001,-1,1019,-1,1273,-1,-1,-1,-1,-1,-1,-1,-1,3180,3371,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
TersinaB,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3181,3381,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
dagger847,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3183,3378,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
fekekayuyepe,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3182,3377,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
RY Opal,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3180,3371,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Cassie TF,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3175,3367,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
VWAlard,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3183,3378,624,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
REXCOLT1,-1,-1,1478,1265,1125,1173,-1,-1,-1,-1,-1,-1,3182,3375,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Linda_maria1,-1,-1,-1,1273,-1,20196,-1,20187,-1,3060,9005,-1,3180,3371,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
AndresDimoax,-1,-1,-1,1267,-1,-1,-1,-1,-1,-1,1061,-1,3183,3379,626,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
xilef99,-1,-1,-1,1387,-1,-1,-1,-1,-1,-1,-1,-1,3175,3367,628,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
mogonon f72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3182,3377,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Redwood Zea,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3175,3367,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
FBGil,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3181,3385,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Rozalie Mac,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3180,3371,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
TitledLise,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3176,3368,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
BeerWater,12466,1029,1725,1359,12460,-1,-1,12462,-1,2942,9005,-1,3166,3386,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Polimpen18,1153,1019,552,1277,1115,1191,-1,1067,-1,1059,-1,-1,3195,3376,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Rashell123,-1,4325,-1,1353,6654,1173,-1,-1,-1,3060,3061,-1,3184,3379,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
gmkldfjghjkg,1139,4405,-1,1265,1129,1175,-1,-1,-1,1059,1061,-1,3183,3375,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
99stone2634,-1,-1,-1,1275,-1,-1,-1,-1,-1,-1,-1,-1,3180,3371,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
zezurmo,1153,-1,-1,1387,1115,1191,-1,1067,-1,1065,1061,-1,3196,3356,1162,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
JutLaker,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3181,3372,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
P3rception,1141,-1,-1,1267,1115,1171,-1,1067,-1,1059,1061,-1,3175,3367,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
HomyAd,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3182,3377,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Pwnpownlift,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3175,3367,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
LiverPincas,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3180,3371,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Lary over 12,1165,4401,1731,1275,1125,-1,-1,1077,-1,-1,-1,-1,3177,3379,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
30crazyrob,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3183,3378,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
UbeKatharyn,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3175,3367,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
IcebergAg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3181,3372,624,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Rair8554,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3183,3378,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
001010010100,-1,13679,-1,-1,-1,13660,-1,-1,-1,-1,-1,-1,3175,3367,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
anapa84,5525,-1,1009,1265,-1,1173,-1,-1,-1,-1,-1,-1,3181,3378,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Redbullfire4,1141,1019,-1,1295,1119,1193,-1,1067,-1,1063,9005,-1,3177,3369,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
IL Natalie,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3183,3378,624,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Tweedy Ivo,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3175,3367,624,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
OchreRugs,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3181,3372,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
FB Em,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3181,3381,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
ORIANA CRUZ,-1,-1,-1,1275,-1,-1,-1,-1,-1,-1,-1,-1,3182,3376,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
FF De,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3176,3367,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
ElchinoBB2,2613,1007,1727,1381,2607,2611,-1,2609,-1,2912,1061,-1,3182,3376,629,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
CalmyCy,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3181,3372,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
extru1,-1,-1,-1,1265,-1,1171,-1,-1,-1,-1,-1,-1,3184,3377,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
HolmanLad,-1,-1,1725,-1,-1,-1,-1,-1,-1,2912,1061,-1,3181,3372,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Wrong Sanies,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3182,3377,624,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Janenna X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3180,3370,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
IcebergFin,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3175,3367,624,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Raymur9702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3181,3372,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
VergilQA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3183,3378,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Karlene V,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3175,3367,624,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
De OL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3181,3372,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
AlfiKeeks,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3183,3378,624,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
261ytniM,6182,-1,21314,1269,-1,13660,-1,-1,-1,-1,-1,-1,3176,3366,627,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Namnlugger,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3181,3385,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
BahtLiangs,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3183,3378,628,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
LouSal1807,1017,-1,1478,1275,1105,-1,-1,-1,-1,1059,9005,-1,3175,3367,624,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
26lionfate,-1,-1,-1,1273,-1,-1,-1,-1,-1,-1,-1,-1,3175,3367,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
46holycony,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3183,3378,3873,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Ataxic Tim,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3183,3378,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
XimenesT,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3176,3386,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
GailNappe,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3180,3371,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
IYourQueenI,-1,1007,1009,853,1103,-1,-1,1097,-1,2912,1061,-1,3196,3361,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Kathryn Wave,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3181,3371,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
UbeShawl,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3179,3370,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Brass Derwin,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3176,3367,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
20052018CF,2627,1027,1731,1275,1123,1201,-1,2625,-1,1065,1061,-1,3183,3378,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
T00SCHWIFTY,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3179,3369,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
MZAdele,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3171,3366,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
WordenRoddy,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3177,3368,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
GF Shanon,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3182,3374,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
KJVidovic,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3180,3371,624,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Set Durant,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3175,3367,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
LoppedDe,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3183,3378,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
UbeNevus,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3180,3371,624,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
UbeVined,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3175,3367,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
OliveraFenra,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3180,3371,627,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Shell E,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3183,3378,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Meghann H,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3182,3374,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
fbh2004,-1,-1,-1,1205,-1,1171,-1,-1,-1,-1,-1,-1,3175,3367,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
AubriellaBai,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3179,3383,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
ClarkeAllen4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3180,3371,629,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Pearl Wait,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3181,3372,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Norrie MB,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3183,3378,624,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
